Time [s],V [mV],,,,,
6.266666667,87.9765,,,,,
6.283333333,87.9765,,,,,
6.3,87.9765,,,,,
6.316666667,87.9765,,,,,
6.333333333,87.9765,,,,,
6.35,87.9765,,,,,
6.366666667,87.9765,,,,,
6.383333333,92.8641,,,,,
6.4,87.9765,,,,,
6.416666667,87.9765,,,,,
6.433333333,87.9765,,,,,
6.45,83.089,,,,,
6.466666667,87.9765,,,,,
6.483333333,87.9765,,,,,
6.5,87.9765,,,,,
6.516666667,87.9765,,,,,
6.533333333,87.9765,,,,,
6.55,87.9765,,,,,
6.566666667,87.9765,,,,,
6.583333333,87.9765,,,,,
6.6,87.9765,,,,,
6.616666667,87.9765,,,,,
6.633333333,92.8641,,,,,
6.65,92.8641,,,,,
6.666666667,87.9765,,,,,
6.683333333,87.9765,,,,,
6.7,87.9765,,,,,
6.716666667,87.9765,,,,,
6.733333333,83.089,,,,,
6.75,87.9765,,,,,
6.766666667,92.8641,,,,,
6.783333333,92.8641,,,,,
6.8,87.9765,,,,,
6.816666667,87.9765,,,,,
6.833333333,87.9765,,,,,
6.85,87.9765,,,,,
6.866666667,87.9765,,,,,
6.883333333,87.9765,,,,,
6.9,87.9765,,,,,
6.916666667,83.089,,,,,
6.933333333,87.9765,,,,,
6.95,87.9765,,,,,
6.966666667,87.9765,,,,,
6.983333333,87.9765,,,,,
7,87.9765,,,,,
7.016666667,87.9765,,,,,
7.033333333,87.9765,,,,,
7.05,87.9765,,,,,
7.066666667,87.9765,,,,,
7.083333333,87.9765,,,,,
7.1,87.9765,,,,,
7.116666667,87.9765,,,,,
7.133333333,87.9765,,,,,
7.15,87.9765,,,,,
7.166666667,87.9765,,,,,
7.183333333,83.089,,,,,
7.2,87.9765,,,,,
7.216666667,87.9765,,,,,
7.233333333,83.089,,,,,
7.25,83.089,,,,,
7.266666667,87.9765,,,,,
7.283333333,87.9765,,,,,
7.3,92.8641,,,,,
7.316666667,83.089,,,,,
7.333333333,87.9765,,,,,
7.35,87.9765,,,,,
7.366666667,87.9765,,,,,
7.383333333,83.089,,,,,
7.4,87.9765,,,,,
7.416666667,83.089,,,,,
7.433333333,83.089,,,,,
7.45,87.9765,,,,,
7.466666667,87.9765,,,,,
7.483333333,92.8641,,,,,
7.5,87.9765,,,,,
7.516666667,83.089,,,,,
7.533333333,87.9765,,,,,
7.55,87.9765,,,,,
7.566666667,87.9765,,,,,
7.583333333,87.9765,,,,,
7.6,83.089,,,,,
7.616666667,83.089,,,,,
7.633333333,87.9765,,,,,
7.65,87.9765,,,,,
7.666666667,83.089,,,,,
7.683333333,87.9765,,,,,
7.7,83.089,,,,,
7.716666667,87.9765,,,,,
7.733333333,87.9765,,,,,
7.75,87.9765,,,,,
7.766666667,83.089,,,,,
7.783333333,87.9765,,,,,
7.8,87.9765,,,,,
7.816666667,87.9765,,,,,
7.833333333,83.089,,,,,
7.85,87.9765,,,,,
7.866666667,87.9765,,,,,
7.883333333,83.089,,,,,
7.9,83.089,,,,,
7.916666667,87.9765,,,,,
7.933333333,83.089,,,,,
7.95,83.089,,,,,
7.966666667,87.9765,,,,,
7.983333333,87.9765,,,,,
8,87.9765,,,,,
8.016666667,83.089,,,,,
8.033333333,87.9765,,,,,
8.05,87.9765,,,,,
8.066666667,87.9765,,,,,
8.083333333,87.9765,,,,,
8.1,87.9765,,,,,
8.116666667,83.089,,,,,
8.133333333,87.9765,,,,,
8.15,92.8641,,,,,
8.166666667,87.9765,,,,,
8.183333333,87.9765,,,,,
8.2,87.9765,,,,,
8.216666667,87.9765,,,,,
8.233333333,87.9765,,,,,
8.25,87.9765,,,,,
8.266666667,83.089,,,,,
8.283333333,87.9765,,,,,
8.3,87.9765,,,,,
8.316666667,87.9765,,,,,
8.333333333,87.9765,,,,,
8.35,87.9765,,,,,
8.366666667,83.089,,,,,
8.383333333,400.782,,,,,
8.4,2609.9707,,,,,
8.416666667,5000,,,,,
8.433333333,5000,,,,,
8.45,5000,,,,,
8.466666667,5000,,,,,
8.483333333,5000,,,,,
8.5,4545.4545,,,,,
8.516666667,2947.2141,,,,,
8.533333333,1925.7087,,,,,
8.55,1270.7722,,,,,
8.566666667,855.3275,,,,,
8.583333333,581.6227,,,,,
8.6,410.5572,,,,,
8.616666667,293.2551,,,,,
8.633333333,224.8289,,,,,
8.65,175.9531,,,,,
8.666666667,146.6276,,,,,
8.683333333,127.0772,,,,,
8.7,117.3021,,,,,
8.716666667,112.4145,,,,,
8.733333333,1045.9433,,,,,
8.75,3567.9374,,,,,
8.766666667,5000,,,,,
8.783333333,5000,,,,,
8.8,5000,,,,,
8.816666667,5000,,,,,
8.833333333,5000,,,,,
8.85,5000,,,,,
8.866666667,5000,,,,,
8.883333333,5000,,,,,
8.9,5000,,,,,
8.916666667,5000,,,,,
8.933333333,5000,,,,,
8.95,5000,,,,,
8.966666667,5000,,,,,
8.983333333,5000,,,,,
9,5000,,,,,
9.016666667,5000,,,,,
9.033333333,5000,,,,,
9.05,5000,,,,,
9.066666667,5000,,,,,
9.083333333,5000,,,,,
9.1,5000,,,,,
9.116666667,5000,,,,,
9.133333333,5000,,,,,
9.15,5000,,,,,
9.166666667,5000,,,,,
9.183333333,5000,,,,,
9.2,5000,,,,,
9.216666667,5000,,,,,
9.233333333,5000,,,,,
9.25,5000,,,,,
9.266666667,5000,,,,,
9.283333333,5000,,,,,
9.3,5000,,,,,
9.316666667,5000,,,,,
9.333333333,5000,,,,,
9.35,5000,,,,,
9.366666667,5000,,,,,
9.383333333,5000,,,,,
9.4,5000,,,,,
9.416666667,5000,,,,,
9.433333333,5000,,,,,
9.45,5000,,,,,
9.466666667,5000,,,,,
9.483333333,5000,,,,,
9.5,5000,,,,,
9.516666667,5000,,,,,
9.533333333,5000,,,,,
9.55,5000,,,,,
9.566666667,5000,,,,,
9.583333333,5000,,,,,
9.6,5000,,,,,
9.616666667,5000,,,,,
9.633333333,5000,,,,,
9.65,5000,,,,,
9.666666667,5000,,,,,
9.683333333,5000,,,,,
9.7,5000,,,,,
9.716666667,5000,,,,,
9.733333333,5000,,,,,
9.75,5000,,,,,
9.766666667,5000,,,,,
9.783333333,5000,,,,,
9.8,5000,,,,,
9.816666667,5000,,,,,
9.833333333,5000,,,,,
9.85,5000,,,,,
9.866666667,5000,,,,,
9.883333333,5000,,,,,
9.9,5000,,,,,
9.916666667,5000,,,,,
9.933333333,5000,,,,,
9.95,5000,,,,,
9.966666667,5000,,,,,
9.983333333,5000,,,,,
10,5000,,,,,
10.01666667,5000,,,,,
10.03333333,5000,,,,,
10.05,5000,,,,,
10.06666667,5000,,,,,
10.08333333,5000,,,,,
10.1,5000,,,,,
10.11666667,5000,,,,,
10.13333333,5000,,,,,
10.15,5000,,,,,
10.16666667,5000,,,,,
10.18333333,5000,,,,,
10.2,5000,,,,,
10.21666667,5000,,,,,
10.23333333,5000,,,,,
10.25,5000,,,,,
10.26666667,5000,,,,,
10.28333333,5000,,,,,
10.3,5000,,,,,
10.31666667,5000,,,,,
10.33333333,5000,,,,,
10.35,5000,,,,,
10.36666667,5000,,,,,
10.38333333,5000,,,,,
10.4,5000,,,,,
10.41666667,5000,,,,,
10.43333333,5000,,,,,
10.45,5000,,,,,
10.46666667,5000,,,,,
10.48333333,5000,,,,,
10.5,5000,,,,,
10.51666667,5000,,,,,
10.53333333,5000,,,,,
10.55,5000,,,,,
10.56666667,5000,,,,,
10.58333333,5000,,,,,
10.6,5000,,,,,
10.61666667,5000,,,,,
10.63333333,5000,,,,,
10.65,5000,,,,,
10.66666667,5000,,,,,
10.68333333,5000,,,,,
10.7,5000,,,,,
10.71666667,5000,,,,,
10.73333333,5000,,,,,
10.75,5000,,,,,
10.76666667,5000,,,,,
10.78333333,5000,,,,,
10.8,5000,,,,,
10.81666667,5000,,,,,
10.83333333,5000,,,,,
10.85,5000,,,,,
10.86666667,5000,,,,,
10.88333333,5000,,,,,
10.9,5000,,,,,
10.91666667,5000,,,,,
10.93333333,5000,,,,,
10.95,5000,,,,,
10.96666667,5000,,,,,
10.98333333,5000,,,,,
11,5000,,,,,
11.01666667,5000,,,,,
11.03333333,5000,,,,,
11.05,5000,,,,,
11.06666667,5000,,,,,
11.08333333,5000,,,,,
11.1,5000,,,,,
11.11666667,5000,,,,,
11.13333333,5000,,,,,
11.15,5000,,,,,
11.16666667,5000,,,,,
11.18333333,5000,,,,,
11.2,5000,,,,,
11.21666667,5000,,,,,
11.23333333,5000,,,,,
11.25,5000,,,,,
11.26666667,5000,,,,,
11.28333333,5000,,,,,
11.3,5000,,,,,
11.31666667,5000,,,,,
11.33333333,5000,,,,,
11.35,5000,,,,,
11.36666667,5000,,,,,
11.38333333,5000,,,,,
11.4,5000,,,,,
11.41666667,5000,,,,,
11.43333333,5000,,,,,
11.45,4550.3421,,,,,
11.46666667,3088.9541,,,,,
11.48333333,2121.2121,,,,,
11.5,1480.9384,,,,,
11.51666667,1055.7185,,,,,
11.53333333,772.2385,,,,,
11.55,581.6227,,,,,
11.56666667,454.5455,,,,,
11.58333333,366.5689,,,,,
11.6,303.0303,,,,,
11.61666667,259.042,,,,,
11.63333333,234.6041,,,,,
11.65,210.1662,,,,,
11.66666667,195.5034,,,,,
11.68333333,180.8407,,,,,
11.7,171.0655,,,,,
11.71666667,161.2903,,,,,
11.73333333,156.4027,,,,,
11.75,151.5152,,,,,
11.76666667,146.6276,,,,,
11.78333333,146.6276,,,,,
11.8,141.74,,,,,
11.81666667,136.8524,,,,,
11.83333333,136.8524,,,,,
11.85,136.8524,,,,,
11.86666667,136.8524,,,,,
11.88333333,127.0772,,,,,
11.9,131.9648,,,,,
11.91666667,122.1896,,,,,
11.93333333,122.1896,,,,,
11.95,122.1896,,,,,
11.96666667,122.1896,,,,,
11.98333333,122.1896,,,,,
12,117.3021,,,,,
12.01666667,117.3021,,,,,
12.03333333,117.3021,,,,,
12.05,117.3021,,,,,
12.06666667,112.4145,,,,,
12.08333333,112.4145,,,,,
12.1,112.4145,,,,,
12.11666667,107.5269,,,,,
12.13333333,107.5269,,,,,
12.15,112.4145,,,,,
12.16666667,107.5269,,,,,
12.18333333,107.5269,,,,,
12.2,107.5269,,,,,
12.21666667,102.6393,,,,,
12.23333333,102.6393,,,,,
12.25,107.5269,,,,,
12.26666667,107.5269,,,,,
12.28333333,102.6393,,,,,
12.3,107.5269,,,,,
12.31666667,107.5269,,,,,
12.33333333,102.6393,,,,,
12.35,102.6393,,,,,
12.36666667,102.6393,,,,,
12.38333333,102.6393,,,,,
12.4,102.6393,,,,,
12.41666667,102.6393,,,,,
12.43333333,102.6393,,,,,
12.45,102.6393,,,,,
12.46666667,102.6393,,,,,
12.48333333,102.6393,,,,,
12.5,102.6393,,,,,
12.51666667,97.7517,,,,,
12.53333333,102.6393,,,,,
12.55,97.7517,,,,,
12.56666667,97.7517,,,,,
12.58333333,107.5269,,,,,
12.6,117.3021,,,,,
12.61666667,185.7283,,,,,
12.63333333,234.6041,,,,,
12.65,298.1427,,,,,
12.66666667,415.4448,,,,,
12.68333333,537.6344,,,,,
12.7,659.824,,,,,
12.71666667,738.0254,,,,,
12.73333333,752.6882,,,,,
12.75,757.5758,,,,,
12.76666667,718.4751,,,,,
12.78333333,733.1378,,,,,
12.8,918.8661,,,,,
12.81666667,1304.9853,,,,,
12.83333333,1867.0577,,,,,
12.85,2536.6569,,,,,
12.86666667,3123.1672,,,,,
12.88333333,3460.4106,,,,,
12.9,3519.0616,,,,,
12.91666667,3343.1085,,,,,
12.93333333,2971.652,,,,,
12.95,2399.8045,,,,,
12.96666667,1720.4301,,,,,
12.98333333,1168.1329,,,,,
13,791.7889,,,,,
13.01666667,552.2972,,,,,
13.03333333,395.8944,,,,,
13.05,298.1427,,,,,
13.06666667,239.4917,,,,,
13.08333333,205.2786,,,,,
13.1,254.1544,,,,,
13.11666667,430.1075,,,,,
13.13333333,552.2972,,,,,
13.15,532.7468,,,,,
13.16666667,434.9951,,,,,
13.18333333,322.5806,,,,,
13.2,249.2669,,,,,
13.21666667,215.0538,,,,,
13.23333333,234.6041,,,,,
13.25,317.6931,,,,,
13.26666667,449.6579,,,,,
13.28333333,596.2854,,,,,
13.3,757.5758,,,,,
13.31666667,977.5171,,,,,
13.33333333,1202.346,,,,,
13.35,1422.2874,,,,,
13.36666667,1652.0039,,,,,
13.38333333,1891.4956,,,,,
13.4,2174.9756,,,,,
13.41666667,2487.781,,,,,
13.43333333,2732.1603,,,,,
13.45,2844.5748,,,,,
13.46666667,2903.2258,,,,,
13.48333333,2996.0899,,,,,
13.5,3167.1554,,,,,
13.51666667,3426.1975,,,,,
13.53333333,3807.4291,,,,,
13.55,4076.2463,,,,,
13.56666667,4032.2581,,,,,
13.58333333,3690.1271,,,,,
13.6,3299.1202,,,,,
13.61666667,2991.2023,,,,,
13.63333333,2771.261,,,,,
13.65,2644.1838,,,,,
13.66666667,2624.6334,,,,,
13.68333333,2688.172,,,,,
13.7,2864.1251,,,,,
13.71666667,3108.5044,,,,,
13.73333333,3406.6471,,,,,
13.75,3729.2278,,,,,
13.76666667,4027.3705,,,,,
13.78333333,4291.3001,,,,,
13.8,4521.0166,,,,,
13.81666667,4687.1945,,,,,
13.83333333,4809.3842,,,,,
13.85,4902.2483,,,,,
13.86666667,5000,,,,,
13.88333333,5000,,,,,
13.9,5000,,,,,
13.91666667,5000,,,,,
13.93333333,5000,,,,,
13.95,5000,,,,,
13.96666667,5000,,,,,
13.98333333,5000,,,,,
14,5000,,,,,
14.01666667,5000,,,,,
14.03333333,5000,,,,,
14.05,5000,,,,,
14.06666667,5000,,,,,
14.08333333,5000,,,,,
14.1,5000,,,,,
14.11666667,5000,,,,,
14.13333333,5000,,,,,
14.15,5000,,,,,
14.16666667,5000,,,,,
14.18333333,5000,,,,,
14.2,5000,,,,,
14.21666667,5000,,,,,
14.23333333,5000,,,,,
14.25,5000,,,,,
14.26666667,5000,,,,,
14.28333333,5000,,,,,
14.3,5000,,,,,
14.31666667,5000,,,,,
14.33333333,4921.7986,,,,,
14.35,4711.6325,,,,,
14.36666667,4613.8807,,,,,
14.38333333,4594.3304,,,,,
14.4,4628.5435,,,,,
14.41666667,4755.6207,,,,,
14.43333333,4926.6862,,,,,
14.45,5000,,,,,
14.46666667,5000,,,,,
14.48333333,5000,,,,,
14.5,5000,,,,,
14.51666667,5000,,,,,
14.53333333,5000,,,,,
14.55,5000,,,,,
14.56666667,5000,,,,,
14.58333333,5000,,,,,
14.6,5000,,,,,
14.61666667,5000,,,,,
14.63333333,5000,,,,,
14.65,5000,,,,,
14.66666667,5000,,,,,
14.68333333,5000,,,,,
14.7,5000,,,,,
14.71666667,5000,,,,,
14.73333333,5000,,,,,
14.75,5000,,,,,
14.76666667,5000,,,,,
14.78333333,5000,,,,,
14.8,5000,,,,,
14.81666667,5000,,,,,
14.83333333,5000,,,,,
14.85,5000,,,,,
14.86666667,5000,,,,,
14.88333333,5000,,,,,
14.9,5000,,,,,
14.91666667,5000,,,,,
14.93333333,5000,,,,,
14.95,5000,,,,,
14.96666667,5000,,,,,
14.98333333,5000,,,,,
15,5000,,,,,
15.01666667,5000,,,,,
15.03333333,3729.2278,,,,,
15.05,2565.9824,,,,,
15.06666667,1759.5308,,,,,
15.08333333,1231.6716,,,,,
15.1,869.9902,,,,,
15.11666667,601.173,,,,,
15.13333333,430.1075,,,,,
15.15,317.6931,,,,,
15.16666667,239.4917,,,,,
15.18333333,190.6158,,,,,
15.2,166.1779,,,,,
15.21666667,141.74,,,,,
15.23333333,122.1896,,,,,
15.25,112.4145,,,,,
15.26666667,112.4145,,,,,
15.28333333,102.6393,,,,,
15.3,102.6393,,,,,
15.31666667,97.7517,,,,,
15.33333333,97.7517,,,,,
15.35,97.7517,,,,,
15.36666667,97.7517,,,,,
15.38333333,92.8641,,,,,
15.4,97.7517,,,,,
15.41666667,97.7517,,,,,
15.43333333,92.8641,,,,,
15.45,92.8641,,,,,
15.46666667,92.8641,,,,,
15.48333333,87.9765,,,,,
15.5,92.8641,,,,,
15.51666667,92.8641,,,,,
15.53333333,92.8641,,,,,
15.55,92.8641,,,,,
15.56666667,92.8641,,,,,
15.58333333,92.8641,,,,,
15.6,92.8641,,,,,
15.61666667,92.8641,,,,,
15.63333333,92.8641,,,,,
15.65,92.8641,,,,,
15.66666667,87.9765,,,,,
15.68333333,87.9765,,,,,
15.7,87.9765,,,,,
15.71666667,87.9765,,,,,
15.73333333,87.9765,,,,,
15.75,87.9765,,,,,
15.76666667,87.9765,,,,,
15.78333333,87.9765,,,,,
15.8,92.8641,,,,,
15.81666667,92.8641,,,,,
15.83333333,87.9765,,,,,
15.85,87.9765,,,,,
15.86666667,83.089,,,,,
15.88333333,87.9765,,,,,
15.9,87.9765,,,,,
15.91666667,87.9765,,,,,
15.93333333,87.9765,,,,,
15.95,92.8641,,,,,
